Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
Bitcoin,BTC,2013-06-03,122.5,116.0,122.5,122.22200012207033,0.0,1373708057.9
Bitcoin,BTC,2013-06-04,123.83999633789062,119.0999984741211,120.73699951171876,121.41999816894533,0.0,1365337545.0
Bitcoin,BTC,2013-06-05,123.46900177001952,119.89900207519533,121.4000015258789,121.6500015258789,0.0,1368486468.75
Bitcoin,BTC,2013-06-06,123.0999984741211,117.25,121.9000015258789,118.0,0.0,1327960200.0
Bitcoin,BTC,2013-06-07,119.0,106.41999816894533,118.97000122070312,111.5,0.0,1255258637.5
Bitcoin,BTC,2013-06-08,111.41500091552734,107.3000030517578,111.0,108.3000030517578,0.0,1219717920.0
Bitcoin,BTC,2013-06-09,108.98999786376952,88.5,107.89199829101562,100.0,0.0,1126642500.0
Bitcoin,BTC,2013-06-10,110.10099792480467,95.0019989013672,100.43699645996094,106.3499984741211,0.0,1198638945.0
Bitcoin,BTC,2013-06-11,109.5999984741211,104.0,106.3499984741211,108.9000015258789,0.0,1227874725.0
Bitcoin,BTC,2013-06-12,111.78700256347656,106.73400115966795,109.0,108.1500015258789,0.0,1219969852.5
Bitcoin,BTC,2013-06-13,110.3000030517578,100.52999877929688,108.7760009765625,104.0,0.0,1173637400.0
Bitcoin,BTC,2013-06-14,104.6999969482422,98.0,103.9489974975586,99.97889709472656,0.0,1128709292.08
Bitcoin,BTC,2013-06-15,103.6999969482422,98.0,100.0,99.98809814453124,0.0,1129245603.78
Bitcoin,BTC,2013-06-16,101.5999984741211,98.94660186767578,99.8000030517578,99.51000213623048,0.0,1124306271.75
Bitcoin,BTC,2013-06-17,102.20999908447266,99.0,99.9000015258789,101.6999969482422,0.0,1149418485.0
Bitcoin,BTC,2013-06-18,111.11100006103516,101.03299713134766,101.9499969482422,107.4000015258789,0.0,1214216070.0
Bitcoin,BTC,2013-06-19,110.2249984741211,105.75499725341795,107.0500030517578,108.25,0.0,1224193837.5
Bitcoin,BTC,2013-06-20,114.3000030517578,107.5,108.2509994506836,110.1500015258789,0.0,1246104920.0
Bitcoin,BTC,2013-06-21,114.98999786376952,107.68499755859376,111.29000091552734,109.5,0.0,1239214237.5
Bitcoin,BTC,2013-06-22,109.95600128173828,107.51399993896484,109.5,108.3000030517578,0.0,1226110327.5
Bitcoin,BTC,2013-06-23,108.8000030517578,106.23400115966795,108.1999969482422,107.5999984741211,0.0,1218626490.0
Bitcoin,BTC,2013-06-24,108.33399963378906,100.9800033569336,107.9000015258789,102.73699951171876,0.0,1163935725.67
Bitcoin,BTC,2013-06-25,106.47000122070312,101.01000213623048,102.08999633789062,103.9499969482422,0.0,1178086140.0
Bitcoin,BTC,2013-06-26,105.48899841308594,102.79199981689452,103.3290023803711,104.0,0.0,1179105200.0
Bitcoin,BTC,2013-06-27,104.0,101.0999984741211,104.0,101.43699645996094,0.0,1150468022.9
Bitcoin,BTC,2013-06-28,101.73699951171876,92.33300018310548,101.73699951171876,94.64920043945312,0.0,1073887456.97
Bitcoin,BTC,2013-06-29,99.98999786376952,93.0,94.66000366210938,94.99400329589844,0.0,1078198523.95
Bitcoin,BTC,2013-06-30,98.12229919433594,94.22229766845705,94.9990005493164,96.61399841308594,0.0,1096957771.35
Bitcoin,BTC,2013-07-01,97.66490173339844,86.29720306396484,97.51000213623048,88.05000305175781,0.0,1000065296.25
Bitcoin,BTC,2013-07-02,92.3000030517578,87.51000213623047,88.05000305175781,90.13400268554688,0.0,1024082227.85
Bitcoin,BTC,2013-07-03,90.981201171875,76.97920227050781,90.40499877929688,77.52999877929688,0.0,881233115.5
Bitcoin,BTC,2013-07-04,83.1050033569336,72.0,78.88999938964844,80.52580261230469,0.0,915618608.9
Bitcoin,BTC,2013-07-05,80.0,65.5260009765625,79.98999786376953,68.43099975585938,0.0,778411178.875
Bitcoin,BTC,2013-07-06,75.0,66.81999969482422,68.50499725341797,70.27729797363281,0.0,799741618.54
Bitcoin,BTC,2013-07-07,74.56109619140625,66.62000274658203,68.7490005493164,74.56109619140625,0.0,848838978.923
Bitcoin,BTC,2013-07-08,80.0,72.5999984741211,76.5,76.51599884033203,0.0,871457940.1
Bitcoin,BTC,2013-07-09,78.30000305175781,72.5199966430664,76.0,76.69400024414062,0.0,873841849.25
Bitcoin,BTC,2013-07-10,87.0,76.19999694824219,76.72000122070312,86.76000213623047,0.0,988957719.0
Bitcoin,BTC,2013-07-11,90.27999877929688,85.07990264892578,88.0,88.9800033569336,0.0,1014650062.5
Bitcoin,BTC,2013-07-12,104.0,88.16600036621094,88.97899627685547,93.59490203857422,0.0,1067634684.43
Bitcoin,BTC,2013-07-13,98.25,88.06220245361328,93.98989868164062,98.13390350341795,0.0,1119796119.51
Bitcoin,BTC,2013-07-14,98.6999969482422,92.86000061035156,98.6999969482422,94.69129943847656,0.0,1080917760.48
Bitcoin,BTC,2013-07-15,101.9000015258789,93.11000061035156,93.6050033569336,98.40019989013672,0.0,1123658943.86
Bitcoin,BTC,2013-07-16,99.86229705810548,96.1416015625,98.89029693603516,97.45079803466795,0.0,1113217032.45
Bitcoin,BTC,2013-07-17,99.97000122070312,96.18000030517578,96.70999908447266,98.5,0.0,1125658000.0
Bitcoin,BTC,2013-07-18,98.8000030517578,86.19999694824219,98.5,90.58000183105467,0.0,1035512824.5
Bitcoin,BTC,2013-07-19,95.20010375976562,87.80000305175781,90.06890106201172,92.16999816894533,0.0,1054083771.0
Bitcoin,BTC,2013-07-20,93.0999984741211,89.27110290527344,92.0,89.39009857177734,0.0,1022707664.6
Bitcoin,BTC,2013-07-21,91.9499969482422,88.0,89.82140350341797,90.7573013305664,0.0,1038798980.07
Bitcoin,BTC,2013-07-22,91.9980010986328,90.07540130615234,91.9980010986328,91.61000061035156,0.0,1048939080.5
Bitcoin,BTC,2013-07-23,96.81929779052734,91.5999984741211,91.5999984741211,95.55850219726562,0.0,1094484057.67
Bitcoin,BTC,2013-07-24,95.98999786376952,93.0,95.55850219726562,94.51000213623048,0.0,1082848325.0
Bitcoin,BTC,2013-07-25,97.33000183105467,93.8656997680664,94.50499725341795,96.9000015258789,0.0,1110587857.5
Bitcoin,BTC,2013-07-26,97.46910095214844,96.0,96.9499969482422,96.02020263671876,0.0,1100902799.57
Bitcoin,BTC,2013-07-27,96.99500274658205,93.0,96.02010345458984,94.11599731445312,0.0,1079491696.8
Bitcoin,BTC,2013-07-28,100.5770034790039,94.0,94.4000015258789,99.75599670410156,0.0,1144602837.9
Bitcoin,BTC,2013-07-29,102.5,98.45500183105467,98.5999984741211,101.1999969482422,0.0,1161619140.0
Bitcoin,BTC,2013-07-30,107.98999786376952,100.47000122070312,101.48899841308594,107.98999786376952,0.0,1240092366.0
Bitcoin,BTC,2013-07-31,111.34400177001952,103.87999725341795,107.9499969482422,106.08999633789062,0.0,1218777833.5
Bitcoin,BTC,2013-08-01,108.0,103.01100158691406,106.21299743652344,104.0,0.0,1195225200.0
Bitcoin,BTC,2013-08-02,108.0,101.21099853515624,104.8560028076172,104.5009994506836,0.0,1201487184.88
Bitcoin,BTC,2013-08-03,105.77999877929688,102.0019989013672,104.5009994506836,104.00499725341795,0.0,1196226508.12
Bitcoin,BTC,2013-08-04,105.9499969482422,103.52300262451172,104.9499969482422,105.1439971923828,0.0,1209797378.4
Bitcoin,BTC,2013-08-05,107.7699966430664,105.0,105.12000274658205,106.22000122070312,0.0,1222677176.0
Bitcoin,BTC,2013-08-06,107.38200378417967,105.55699920654295,106.72000122070312,106.75,0.0,1229098150.0
Bitcoin,BTC,2013-08-07,106.75,106.75,106.75,106.75,0.0,1229098150.0
Bitcoin,BTC,2013-08-08,106.75,101.26000213623048,106.75,103.0,0.0,1187105900.0
Bitcoin,BTC,2013-08-09,105.75,101.93499755859376,103.06999969482422,102.8000030517578,0.0,1185307130.0
Bitcoin,BTC,2013-08-10,103.9000015258789,102.41000366210938,102.8000030517578,103.0,0.0,1188153925.0
Bitcoin,BTC,2013-08-11,105.19000244140624,102.75499725341795,103.0,105.0,0.0,1211789250.0
Bitcoin,BTC,2013-08-12,108.0,103.5,105.0,106.63600158691406,0.0,1231248580.9
Bitcoin,BTC,2013-08-13,109.3499984741211,104.6500015258789,106.98999786376952,109.0,0.0,1259042650.0
Bitcoin,BTC,2013-08-14,114.99500274658205,108.0009994506836,109.55500030517578,112.56199645996094,0.0,1300656724.05
Bitcoin,BTC,2013-08-15,113.24500274658205,109.0,112.56199645996094,109.98999786376952,0.0,1271404657.25
Bitcoin,BTC,2013-08-16,112.3000030517578,108.51699829101562,109.99500274658205,108.99400329589844,0.0,1260352119.0
Bitcoin,BTC,2013-08-17,113.75,108.2249984741211,108.99400329589844,113.5,0.0,1312996375.0
Bitcoin,BTC,2013-08-18,114.68800354003906,112.0,112.75,113.5,0.0,1313544012.5
Bitcoin,BTC,2013-08-19,123.06199645996094,111.77100372314452,113.37999725341795,119.0,0.0,1377725475.0
Bitcoin,BTC,2013-08-20,123.01100158691406,117.50800323486328,119.0,121.20500183105467,0.0,1403829641.38
Bitcoin,BTC,2013-08-21,124.91400146484376,119.68199920654295,121.20999908447266,123.3000030517578,0.0,1428698677.5
Bitcoin,BTC,2013-08-22,123.5,120.5999984741211,123.3000030517578,121.1500015258789,0.0,1404437432.5
Bitcoin,BTC,2013-08-23,122.0,118.44400024414062,122.0,118.5009994506836,0.0,1374309422.45
Bitcoin,BTC,2013-08-24,121.38999938964844,118.0199966430664,118.51000213623048,120.04499816894533,0.0,1392768092.25
Bitcoin,BTC,2013-08-25,122.98699951171876,119.16999816894533,119.60299682617188,122.11100006103516,0.0,1417198896.58
Bitcoin,BTC,2013-08-26,122.75499725341795,119.93000030517578,122.11100006103516,120.05599975585938,0.0,1393847158.6
Bitcoin,BTC,2013-08-27,127.23999786376952,120.06999969482422,120.06999969482422,126.5,0.0,1469193137.5
Bitcoin,BTC,2013-08-28,127.31999969482422,122.62000274658205,126.4800033569336,122.62000274658205,0.0,1424675797.5
Bitcoin,BTC,2013-08-29,123.6999969482422,122.20999908447266,122.62000274658205,122.38999938964844,0.0,1422584866.25
Bitcoin,BTC,2013-08-30,135.75,120.98999786376952,122.3499984741211,133.49000549316406,0.0,1552288465.0
Bitcoin,BTC,2013-08-31,140.88999938964844,132.72000122070312,133.08999633789062,135.35000610351562,0.0,1574672051.25
Bitcoin,BTC,2013-09-01,145.80999755859375,134.80999755859375,135.13999938964844,138.33999633789062,0.0,1610215347.0
Bitcoin,BTC,2013-09-02,146.5,134.88999938964844,138.6300048828125,135.85000610351562,0.0,1581969853.75
Bitcoin,BTC,2013-09-03,138.33999633789062,133.0,135.61000061035156,136.77000427246094,0.0,1593346565.25
Bitcoin,BTC,2013-09-04,144.5,123.61000061035156,136.52999877929688,126.73999786376952,0.0,1477012117.5
Bitcoin,BTC,2013-09-05,131.44000244140625,121.83000183105467,126.76000213623048,126.43000030517578,0.0,1473965190.5
Bitcoin,BTC,2013-09-06,127.33999633789062,119.1500015258789,126.48999786376952,119.1500015258789,0.0,1389646450.0
Bitcoin,BTC,2013-09-07,125.94000244140624,118.45999908447266,118.88999938964844,124.1500015258789,0.0,1448411493.75
Bitcoin,BTC,2013-09-08,124.72000122070312,120.48999786376952,124.12999725341795,121.66000366210938,0.0,1419836071.5
Bitcoin,BTC,2013-09-09,129.05999755859375,119.75,121.86000061035156,127.11000061035156,0.0,1484085516.0
Bitcoin,BTC,2013-09-10,129.74000549316406,125.9000015258789,127.2699966430664,125.91000366210938,0.0,1470679164.0
Bitcoin,BTC,2013-09-11,137.8300018310547,123.2699966430664,125.88999938964844,135.25,0.0,1580450350.0
Bitcoin,BTC,2013-09-12,136.0800018310547,131.80999755859375,135.5500030517578,133.1300048828125,0.0,1556386219.25
Bitcoin,BTC,2013-09-13,137.5800018310547,132.27000427246094,132.8300018310547,134.97999572753906,0.0,1578699084.0
Bitcoin,BTC,2013-09-14,135.85000610351562,128.8699951171875,135.00999450683594,129.22000122070312,0.0,1512038755.5
Bitcoin,BTC,2013-09-15,131.44000244140625,128.25999450683594,129.39999389648438,130.3699951171875,0.0,1526085146.0
Bitcoin,BTC,2013-09-16,132.72000122070312,129.77000427246094,130.86000061035156,131.72000122070312,0.0,1542395098.0
Bitcoin,BTC,2013-09-17,132.75999450683594,124.88999938964844,131.58999633789062,131.66000366210938,0.0,1542278406.0
Bitcoin,BTC,2013-09-18,133.1999969482422,130.5399932861328,131.7100067138672,131.47000122070312,0.0,1540598327.5
Bitcoin,BTC,2013-09-19,131.77000427246094,128.4499969482422,131.3699951171875,129.64999389648438,0.0,1519883708.75
Bitcoin,BTC,2013-09-20,135.6199951171875,126.68000030517578,129.6999969482422,127.04000091552734,0.0,1489921944.0
Bitcoin,BTC,2013-09-21,128.61000061035156,126.23999786376952,126.9499969482422,127.43000030517578,0.0,1495101146.75
Bitcoin,BTC,2013-09-22,133.94000244140625,126.58999633789062,127.87000274658205,129.1199951171875,0.0,1515584736.0
Bitcoin,BTC,2013-09-23,132.72500610351562,125.66000366210938,128.97999572753906,125.9499969482422,0.0,1479037147.5
Bitcoin,BTC,2013-09-24,127.45999908447266,125.38999938964844,126.0500030517578,127.25,0.0,1494974356.25
Bitcoin,BTC,2013-09-25,129.69000244140625,127.33000183105467,127.37999725341795,128.22000122070312,0.0,1507033770.0
Bitcoin,BTC,2013-09-26,134.9340057373047,127.31999969482422,128.2100067138672,128.3800048828125,0.0,1509434269.0
Bitcoin,BTC,2013-09-27,134.74000549316406,128.49000549316406,128.94000244140625,133.77999877929688,0.0,1573520360.0
Bitcoin,BTC,2013-09-28,135.6300048828125,132.55999755859375,133.77000427246094,134.77999877929688,0.0,1585878761.5
Bitcoin,BTC,2013-09-29,140.61000061035156,134.7100067138672,134.89999389648438,137.33999633789062,0.0,1616584504.5
Bitcoin,BTC,2013-09-30,138.35000610351562,130.27000427246094,137.14999389648438,133.0,0.0,1566038425.0
Bitcoin,BTC,2013-10-01,134.6300048828125,131.5500030517578,132.67999267578125,132.17999267578125,0.0,1557001092.0
Bitcoin,BTC,2013-10-02,133.58999633789062,102.25,132.0500030517578,114.12999725341795,0.0,1344930746.0
Bitcoin,BTC,2013-10-03,123.62999725341795,111.81999969482422,114.4499969482422,123.62999725341795,0.0,1457492614.5
Bitcoin,BTC,2013-10-04,130.08999633789062,123.41000366210938,123.41000366210938,129.00999450683594,0.0,1521498786.5
Bitcoin,BTC,2013-10-05,130.44000244140625,128.02999877929688,128.6300048828125,128.5500030517578,0.0,1516777518.75
Bitcoin,BTC,2013-10-06,129.66000366210938,126.1500015258789,128.36000061035156,129.0,0.0,1522686975.0
Bitcoin,BTC,2013-10-07,130.27000427246094,126.36000061035156,129.42999267578125,126.94000244140624,0.0,1498859917.5
Bitcoin,BTC,2013-10-08,127.47000122070312,124.70999908447266,126.73999786376952,126.0,0.0,1488277350.0
Bitcoin,BTC,2013-10-09,131.75,125.58000183105467,125.8499984741211,130.69000244140625,0.0,1544249376.25
Bitcoin,BTC,2013-10-10,131.5,129.25999450683594,130.6699981689453,130.58999633789062,0.0,1543701125.25
Bitcoin,BTC,2013-10-11,131.80999755859375,129.63999938964844,130.75,130.89999389648438,0.0,1547971040.0
Bitcoin,BTC,2013-10-12,135.66000366210938,130.55999755859375,130.89999389648438,135.19000244140625,0.0,1599426130.5
Bitcoin,BTC,2013-10-13,138.66000366210938,134.5500030517578,135.19000244140625,138.1300048828125,0.0,1634968838.5
Bitcoin,BTC,2013-10-14,144.1199951171875,138.89999389648438,139.27000427246094,140.52000427246094,0.0,1664129178.0
Bitcoin,BTC,2013-10-15,145.38999938964844,139.1300048828125,140.77000427246094,145.24000549316406,0.0,1720981439.0
Bitcoin,BTC,2013-10-16,152.22999572753906,142.42999267578125,145.64999389648438,142.5500030517578,0.0,1689851847.5
Bitcoin,BTC,2013-10-17,147.4199981689453,142.41000366210938,142.41000366210938,146.25,0.0,1734327562.5
Bitcoin,BTC,2013-10-18,155.9600067138672,145.57000732421875,146.3699951171875,155.9600067138672,0.0,1850219763.0
Bitcoin,BTC,2013-10-19,177.47999572753906,155.6999969482422,155.91000366210938,172.4199981689453,0.0,2046457290.5
Bitcoin,BTC,2013-10-20,174.91000366210938,168.9499969482422,171.66000366210938,174.61000061035156,0.0,2073319140.0
Bitcoin,BTC,2013-10-21,184.82000732421875,174.8000030517578,174.8000030517578,182.2100067138672,0.0,2164518142.5
Bitcoin,BTC,2013-10-22,196.2700042724609,182.6499938964844,182.6499938964844,193.759994506836,0.0,2302910260.0
Bitcoin,BTC,2013-10-23,213.6199951171875,192.3800048828125,193.3600006103516,213.6199951171875,0.0,2540139398.5
Bitcoin,BTC,2013-10-24,217.4199981689453,168.52000427246094,214.3000030517578,198.22999572753903,0.0,2358198593.25
Bitcoin,BTC,2013-10-25,198.8699951171875,168.5,197.69000244140625,186.69000244140625,0.0,2222012383.5
Bitcoin,BTC,2013-10-26,188.41000366210932,175.75,187.4499969482422,177.32000732421875,0.0,2111296044.0
Bitcoin,BTC,2013-10-27,196.44000244140625,176.60000610351562,176.60000610351562,196.44000244140625,0.0,2339831217.0
Bitcoin,BTC,2013-10-28,198.6199951171875,192.0599975585937,196.2100067138672,198.5500030517578,0.0,2365837416.25
Bitcoin,BTC,2013-10-29,204.7899932861328,198.5500030517578,198.5500030517578,204.38999938964844,0.0,2436241934.25
Bitcoin,BTC,2013-10-30,209.16000366210932,199.97000122070312,204.38999938964844,199.97000122070312,0.0,2384492272.5
Bitcoin,BTC,2013-10-31,205.17999267578125,198.8500061035156,199.8300018310547,204.0,0.0,2433658800.0
Bitcoin,BTC,2013-11-01,206.6499938964844,202.1300048828125,203.8999938964844,206.17999267578125,0.0,2460742836.5
Bitcoin,BTC,2013-11-02,207.759994506836,201.6499938964844,205.8099975585937,206.22000122070312,0.0,2462261644.5
Bitcoin,BTC,2013-11-03,215.0500030517578,203.9900054931641,205.9900054931641,215.0500030517578,0.0,2568713111.25
Bitcoin,BTC,2013-11-04,231.009994506836,213.94000244140625,214.66000366210932,229.1000061035156,0.0,2737659087.5
Bitcoin,BTC,2013-11-05,250.66000366210932,226.22000122070312,229.2100067138672,245.2400054931641,0.0,2931598960.0
Bitcoin,BTC,2013-11-06,263.0,244.77999877929688,244.77999877929688,262.5,0.0,3138994687.5
Bitcoin,BTC,2013-11-07,304.1700134277344,261.54998779296875,261.67999267578125,296.4100036621094,0.0,3545560086.75
Bitcoin,BTC,2013-11-08,338.6600036621094,296.92999267578125,297.8500061035156,338.1099853515625,0.0,4045494602.75
Bitcoin,BTC,2013-11-09,370.8200073242188,319.7099914550781,338.5799865722656,339.1099853515625,0.0,4058705857.0
Bitcoin,BTC,2013-11-10,350.70001220703125,277.239990234375,348.82000732421875,326.6199951171875,0.0,3910613094.5
Bitcoin,BTC,2013-11-11,351.2699890136719,311.7799987792969,325.4100036621094,342.44000244140625,0.0,4101635027.0
Bitcoin,BTC,2013-11-12,362.80999755859375,342.79998779296875,343.0599975585937,360.3299865722656,0.0,4317726291.0
Bitcoin,BTC,2013-11-13,414.0499877929688,359.79998779296875,360.9700012207031,407.3699951171875,0.0,4883103453.0
Bitcoin,BTC,2013-11-14,425.8999938964844,395.1900024414063,406.4100036621094,420.2000122070313,0.0,5038817795.0
Bitcoin,BTC,2013-11-15,437.8900146484375,396.1099853515625,419.4100036621094,417.9500122070313,0.0,5013561020.0
Bitcoin,BTC,2013-11-16,450.260009765625,415.5700073242188,417.2799987792969,440.2200012207031,0.0,5282849104.5
Bitcoin,BTC,2013-11-17,500.5799865722656,440.239990234375,440.9599914550781,492.1099853515625,0.0,5907842063.75
Bitcoin,BTC,2013-11-18,703.780029296875,494.9400024414063,496.5799865722656,703.5599975585938,0.0,8449069629.0
Bitcoin,BTC,2013-11-19,806.1099853515625,456.3900146484375,712.760009765625,584.6099853515625,0.0,7022949160.5
Bitcoin,BTC,2013-11-20,599.6500244140625,448.4500122070313,577.97998046875,590.8300170898438,0.0,7100077963.75
Bitcoin,BTC,2013-11-21,733.4000244140625,577.2899780273438,594.3200073242188,722.4299926757812,0.0,8684240726.25
Bitcoin,BTC,2013-11-22,780.8499755859375,668.1300048828125,724.0700073242188,771.4400024414062,0.0,9276681716.0
Bitcoin,BTC,2013-11-23,844.969970703125,771.7000122070312,771.7000122070312,797.8200073242188,0.0,9597335799.0
Bitcoin,BTC,2013-11-24,807.3599853515625,722.8699951171875,795.6300048828125,774.25,0.0,9317034156.25
Bitcoin,BTC,2013-11-25,810.6799926757812,754.4299926757812,773.02001953125,799.1099853515625,0.0,9619646224.5
Bitcoin,BTC,2013-11-26,928.5399780273438,800.7999877929688,805.72998046875,928.0999755859376,0.0,11176110592.5
Bitcoin,BTC,2013-11-27,1001.9600219726562,891.6799926757812,923.8499755859376,1001.9600219726562,0.0,12069885699.0
Bitcoin,BTC,2013-11-28,1077.56005859375,962.1699829101562,1003.3800048828124,1031.949951171875,0.0,12435823060.0
Bitcoin,BTC,2013-11-29,1146.969970703125,1000.6400146484376,1042.010009765625,1131.969970703125,0.0,13646039846.2
Bitcoin,BTC,2013-11-30,1156.1400146484375,1106.6099853515625,1129.3699951171875,1129.4300537109375,0.0,13620389320.8
Bitcoin,BTC,2013-12-01,1133.0799560546875,801.8200073242188,1128.9200439453125,955.8499755859376,0.0,11531708947.5
Bitcoin,BTC,2013-12-02,1055.4200439453125,938.4099731445312,951.4199829101562,1043.3299560546875,0.0,12591271605.5
Bitcoin,BTC,2013-12-03,1096.0,1011.2100219726562,1046.4000244140625,1078.280029296875,0.0,13018451838.0
Bitcoin,BTC,2013-12-04,1156.1199951171875,1070.1600341796875,1077.5799560546875,1151.1700439453125,0.0,13903428350.5
Bitcoin,BTC,2013-12-05,1154.3599853515625,897.1099853515625,1152.72998046875,1045.1099853515625,0.0,12626914509.0
Bitcoin,BTC,2013-12-06,1042.3800048828125,829.4500122070312,1042.3800048828125,829.4500122070312,0.0,10025645095.0
Bitcoin,BTC,2013-12-07,854.6400146484375,640.219970703125,835.3200073242188,698.22998046875,0.0,8442962248.5
Bitcoin,BTC,2013-12-08,802.510009765625,670.8800048828125,697.3099975585938,795.8699951171875,0.0,9627500112.75
Bitcoin,BTC,2013-12-09,921.9299926757812,780.9000244140625,793.7999877929688,893.1900024414062,0.0,10808715487.5
Bitcoin,BTC,2013-12-10,997.22998046875,892.3200073242188,892.3200073242188,988.510009765625,0.0,11966951485.5
Bitcoin,BTC,2013-12-11,1001.5800170898438,834.22998046875,989.0700073242188,878.47998046875,0.0,10638546534.0
Bitcoin,BTC,2013-12-12,901.9400024414062,844.9500122070312,882.780029296875,873.260009765625,0.0,10578889955.0
Bitcoin,BTC,2013-12-13,941.7899780273438,860.0499877929688,874.97998046875,892.5800170898438,0.0,10816819988.0
Bitcoin,BTC,2013-12-14,904.6500244140624,858.3599853515625,899.8499755859375,872.5999755859375,0.0,10578987915.0
Bitcoin,BTC,2013-12-15,886.1599731445312,825.0,875.2899780273438,876.1199951171875,0.0,10625517651.0
Bitcoin,BTC,2013-12-16,882.25,668.25,880.3300170898438,705.969970703125,0.0,8565534010.0
Bitcoin,BTC,2013-12-17,754.8300170898438,630.8800048828125,706.3699951171875,682.1199951171875,0.0,8279623719.0
Bitcoin,BTC,2013-12-18,679.3200073242188,420.510009765625,678.2000122070312,522.7000122070312,0.0,6347159167.5
Bitcoin,BTC,2013-12-19,707.22998046875,502.8900146484375,519.0599975585938,691.9600219726562,0.0,8406397153.0
Bitcoin,BTC,2013-12-20,729.1599731445312,595.3300170898438,694.219970703125,625.3200073242188,0.0,7599576492.0
Bitcoin,BTC,2013-12-21,654.27001953125,579.1699829101562,619.9000244140625,605.6599731445312,0.0,7363114610.5
